deck_num,pretty_url,deck_name,cover_card,userid,format,main_deck,extra_deck,side_deck,ts_submit_date,submit_date,ts_edit_date,edit_date,comments,deck_excerpt,deck_description
320998,pride-p-u-n-k-320998,Pride P.U.N.K,6609736,134023,Non-Meta Decks,"[""27204311"",""27204311"",""27204311"",""81914447"",""81914447"",""59900655"",""59900655"",""55920742"",""55920742"",""55920742"",""6609736"",""6609736"",""8736823"",""8736823"",""8736823"",""23512906"",""23512906"",""13258285"",""13258285"",""96305350"",""96305350"",""96305350"",""50642380"",""82041999"",""19535693"",""19535693"",""19535693"",""14558127"",""14558127"",""14558127"",""59438930"",""59438930"",""49370016"",""95283172"",""95283172"",""67723438"",""67723438"",""67723438"",""21677871"",""21677871"",""10045474"",""10045474"",""10045474"",""43685562""]","[""18313046"",""60465049"",""44708154"",""92519087"",""28403802"",""28403802"",""42566602"",""22390469"",""22390469"",""99115354"",""63767246"",""1639384"",""58884063"",""71095768"",""4280258""]","[""28674152"",""28674152"",""28674152"",""59438930"",""59438930"",""54693926"",""54693926"",""8267140"",""8267140"",""24207889"",""24207889"",""24207889"",""83326048"",""83326048"",""83326048""]",1678473505,1 day ago,,,0,"ygoprodeck.com, yugipedia.com",<p>Newest Pride P.U.N.K test</p>
320997,infernoble-mikanko-320997,infernoble mikanko,81570454,133067,Non-Meta Decks,"[""94730900"",""58346901"",""58346901"",""58346901"",""18377261"",""18377261"",""18377261"",""54862960"",""54862960"",""54862960"",""56824871"",""56824871"",""56824871"",""81570454"",""91479482"",""91479482"",""91479482"",""95953557"",""81260679"",""81260679"",""81260679"",""37478723"",""37478723"",""37478723"",""64867422"",""80044027"",""80044027"",""16433136"",""16433136"",""79912449"",""79912449"",""79912449"",""43527730"",""43527730"",""51412776"",""51412776"",""51412776"",""44649322"",""16310544"",""78199891""]","[""84815190"",""77656797"",""74586817"",""2403771"",""42566602"",""65398390"",""40251688"",""79606837"",""50091196"",""90448279"",""27240101"",""44097050"",""59934749"",""59934749"",""50588353""]","[""28674152"",""28674152"",""28674152"",""59438930"",""59438930"",""54693926"",""54693926"",""8267140"",""8267140"",""24207889"",""24207889"",""24207889"",""83326048"",""83326048"",""83326048""]",1678473505,1 day ago,,,0,yes,<p>fun warrior deck</p>
320996,ritual-labrynth-320996,Ritual Labrynth,51522296,103388,Non-Meta Decks,"[""81497285"",""81497285"",""81497285"",""2347656"",""69680031"",""62849088"",""1225009"",""60303688"",""60303688"",""51522296"",""40352445"",""48654323"",""35569555"",""35569555"",""33407125"",""1984618"",""1984618"",""1984618"",""31002402"",""31002402"",""60921537"",""60921537"",""21011044"",""92714517"",""92714517"",""92714517"",""94192409"",""94192409"",""94192409"",""82956214"",""82956214"",""10045474"",""10045474"",""74003290"",""74003290"",""58120309"",""63086455"",""63086455"",""5380979"",""5380979""]","[""23995348"",""20366274"",""41373230"",""50907446"",""11765832"",""94977270"",""80532587"",""80532587"",""53971455"",""74586817"",""44508095"",""98506199"",""79606837"",""93854893"",""10019086""]","[""14558127"",""14558127"",""35405755"",""35405755"",""63767246"",""71607202"",""33407125"",""25311006"",""25311006"",""2263869"",""2263869"",""83326048"",""83326048"",""58120309"",""5380979""]",1678387105,2 days ago,1678387105,2 days ago,0,Labrynth Dogmatika,<p>Zoa x Labrynth ladies = FUN</p>
320995,destiny-hero-320995,Destiny Hero,93657021,73921,Meta Decks,"[""9411399"",""9411399"",""37780349"",""37780349"",""37780349"",""63362460"",""63362460"",""63362460"",""91691605"",""91691605"",""91691605"",""64184058"",""64184058"",""64184058"",""48150362"",""48150362"",""63060238"",""37742478"",""66262416"",""66262416"",""66262416"",""26964762"",""26964762"",""22147147"",""22147147"",""53527835"",""45809008"",""45809008"",""81439173"",""18511384"",""83764718"",""24094653"",""24094653"",""73915051"",""48032131"",""40605147"",""8698851"",""8698851"",""26841274"",""26841274"",""26841274"",""35464895"",""35464895"",""35464895"",""40838625"",""40838625""]","[""93657021"",""93657021"",""69394324"",""69394324"",""90579153"",""90579153"",""30757127"",""30757127"",""85289965"",""58004362"",""58004362"",""3987233"",""41999284"",""41999284""]","[""53527835"",""89899996"",""89899996"",""9201964"",""62868900"",""62868900"",""15294090""]",1678387105,2 days ago,,,0,Destiny Hero = fun!,<p>Almost Pure Destiny Hero</p>
320994,heatsoul-going-second-320994,Heatsoul Going Second,61245672,128312,Master Duel Decks,"[""16188701"",""16188701"",""16188701"",""36521307"",""36521307"",""17946349"",""27182739"",""80794697"",""30114823"",""30114823"",""30114823"",""63528891"",""63528891"",""14558127"",""14558127"",""14558127"",""73642296"",""59438930"",""59438930"",""59438930"",""23434538"",""23434538"",""23434538"",""2347477"",""2347477"",""2347477"",""18789533"",""18789533"",""57160136"",""54693926"",""54693926"",""54693926"",""24224830"",""24224830"",""65681983"",""7403341"",""15693423"",""15693423"",""15693423"",""87804365""]","[""85692042"",""88021907"",""86066372"",""61245672"",""61245672"",""46947713"",""46947713"",""88093706"",""2857636"",""53413628"",""45462149"",""59859086"",""59859086"",""24842059"",""60303245""]","[""53527835"",""89899996"",""89899996"",""9201964"",""62868900"",""62868900"",""15294090""]",1678387105,2 days ago,,,0,"Don't forget to check out the gameplay - Decoder, Going Second, Mathmech",<p><span><strong>Heatsoul Going Second</strong></span></p><p><span>Don't forget to check out the gameplay.</span></p>
320993,light-amp-darkness-320993,Light &amp; Darkness,11012154,151947,Fun/Casual Decks,"[""11012154"",""62180201"",""501000004"",""88264978"",""55735315"",""72989439"",""6930746"",""40591390"",""33746252"",""18000338"",""18000338"",""36033786"",""24073068"",""24073068"",""35911108"",""81616639"",""81616639"",""62038047"",""62038047"",""63300440"",""68661341"",""68661341"",""88693151"",""9064354"",""3160805"",""96404912"",""96404912"",""96404912"",""59919307"",""23924608"",""62279055"",""58272005"",""7092142"",""58297729"",""4206964"",""36458063"",""31554054"",""31554054"",""46986414"",""70781052""]","[""24550676"",""39272762""]","[""53527835"",""89899996"",""89899996"",""9201964"",""62868900"",""62868900"",""15294090""]",1678387105,2 days ago,,,0,discord.gg,<p>najjaci deck</p>
320992,fire-kings-go-320992,Fire Kings Go,23015896,73921,Meta Decks,"[""96746083"",""96746083"",""23015896"",""23015896"",""23015896"",""61441708"",""61441708"",""61441708"",""23116808"",""18621798"",""18621798"",""18621798"",""69000994"",""69000994"",""66413481"",""66413481"",""51782995"",""51782995"",""51782995"",""98446407"",""98446407"",""98446407"",""57554544"",""57554544"",""57554544"",""74117290"",""74117290"",""11961740"",""11961740"",""81439173"",""83764719"",""22993208"",""22993208"",""22993208"",""1033312"",""1033312"",""74845897"",""59388357"",""59388357"",""59388357""]","[""63767246"",""63767246"",""64332231"",""698785"",""2407234"",""16195942"",""16195942"",""82697249"",""82697249"",""28150174"",""86848580"",""86848580"",""82633039"",""82633039"",""93108839""]","[""12580477"",""34460239"",""44095762"",""56120475""]",1678387105,2 days ago,1678473505,1 day ago,1,Fun and powerful,"<p>start by using onslaught or seting arvata. then bring out garunix or nehithis (nephitis can only be summond by the efect of onslaught or the field spell),then use the field speells first efect to destroy garunix only if it was browght out by arvata after that end your turn and witnes the carnage thats about to happen.</p>"
320991,k-s-dragon-link-320991,K's dragon link,48355999,120473,Fun/Casual Decks,"[""88264978"",""55878038"",""88774734"",""67748760"",""70333910"",""70333910"",""61901281"",""61901281"",""15381421"",""99234526"",""99234526"",""67127799"",""68464358"",""68464358"",""5969957"",""5969957"",""93708824"",""93708824"",""26118970"",""26118970"",""14558127"",""5087128"",""67692580"",""67692580"",""67692580"",""23434538"",""93969023"",""48355999"",""71645242"",""36668118"",""62265044"",""99266988"",""54693926"",""83764718"",""69167267"",""24224830"",""8267140"",""31443476"",""31443476"",""10045474""]","[""9753964"",""81020646"",""27548199"",""3040496"",""50954680"",""5041348"",""53325667"",""63767246"",""98630720"",""49725936"",""23732205"",""11969228"",""13143275"",""29296344"",""73539069""]","[""5821478"",""67288539"",""73539069"",""24361622"",""69167267""]",1678387105,2 days ago,1678531105,8 hours ago,0,Dragon link,<p>Dragon link deck</p>
320990,bystial-branded-despia-320990,Bystial Branded Despia,37818794,37800,Meta Decks,"[""46986414"",""32731036"",""25451383"",""81555617"",""60242223"",""62962630"",""62962630"",""62962630"",""68468459"",""68468459"",""45484331"",""95515789"",""19096726"",""14558127"",""14558127"",""14558127"",""36577931"",""18973184"",""44362883"",""44362883"",""44362883"",""34995106"",""81439173"",""6498706"",""6498706"",""75500286"",""35480699"",""35480699"",""35480699"",""82738008"",""36637374"",""36637374"",""24224830"",""48130397"",""48130397"",""17751597"",""1041278"",""83326048"",""83326048"",""83326048""]","[""11321089"",""44146295"",""44146295"",""37818794"",""69946549"",""70534340"",""70534340"",""24915933"",""87746184"",""87746184"",""6855503"",""51409648"",""1906812"",""11765832"",""54757758""]","[""27204311"",""27204311"",""27204311"",""18666161"",""92892239"",""31833038"",""85289965"",""66403530"",""24094653"",""8267140"",""8267140"",""43898403"",""15693423"",""15693423"",""15693423""]",1678387105,2 days ago,1678556305,1 hour ago,0,bystial branded despia,"<p>Meta deck that can be useful.</p><p>&nbsp;</p><p>Added some links as a stat stick in the side deck, so dont mind me being an idiot.&nbsp;</p>"
320989,abc-traptrix-320989,ABC | Traptrix,27204311,134996,Non-Meta Decks,"[""27204311"",""27204311"",""27204311"",""10604644"",""10604644"",""71278040"",""71278040"",""71278040"",""99249638"",""99249638"",""30012506"",""30012506"",""77411244"",""77411244"",""77411244"",""3405259"",""3405259"",""14558127"",""14558127"",""14558127"",""84792926"",""84792926"",""66399653"",""66399653"",""66399653"",""18144507"",""73628505"",""24224830"",""73468603"",""12524259"",""12524259"",""29401950"",""69599136"",""31548215"",""31548215"",""10045474"",""10045474"",""10045474"",""2055403"",""29616929""]","[""1561110"",""1561110"",""1561110"",""90590303"",""21044178"",""66011101"",""6511113"",""85289965"",""98127546"",""38342335"",""2857636"",""40216089"",""23656668"",""65741786"",""4280258""]","[""35480699"",""35480699"",""35480699"",""43898403"",""43898403"",""43898403"",""40605147"",""40605147"",""40605147"",""83326048"",""83326048"",""83326048"",""15693423"",""15693423"",""15693423""]",1678387105,2 days ago,,,0,ABC | Traptrix,<p>ABC | Traptrix</p>
